0.00,0.000756
0.10,0.003239
0.40,0.002812
0.95,0.003313
1.20,0.003696
1.95,0.005102
2.35,0.00605
2.50,0.006773
2.70,0.007104
3.30,0.007187
3.60,0.007166
3.80,0.007032
4.00,0.006863
4.25,0.006842
4.45,0.006851
4.65,0.007155
5.05,0.007599
5.30,0.008097
5.55,0.008481
5.80,0.008669
6.05,0.008787
6.30,0.008892
6.55,0.008933
6.80,0.008884
7.05,0.008758
7.30,0.008739
7.55,0.008991
7.80,0.0096
8.05,0.010638
8.30,0.012227
8.55,0.014202
8.80,0.016464
9.05,0.019215
9.30,0.022176
9.55,0.025063
9.85,0.027476
10.10,0.029503
10.35,0.03169
10.60,0.034552
10.85,0.037895
11.10,0.040968
11.35,0.043614
11.60,0.04549
11.85,0.046827
12.10,0.047959
12.60,0.048985
12.85,0.049806
13.15,0.050395
13.45,0.050911
13.75,0.051336
14.05,0.051486
14.35,0.051366
14.95,0.051255
15.25,0.05111
15.85,0.051009
16.45,0.051299
17.35,0.051695
17.65,0.052241
18.20,0.052879
18.50,0.05372
18.80,0.054866
19.10,0.056275
19.35,0.058108
19.85,0.060022
20.10,0.061195
20.35,0.062125
20.60,0.063009
20.85,0.063878
21.85,0.064512
22.10,0.064933
22.35,0.065169
22.60,0.06527
22.85,0.065287
23.10,0.065237
23.60,0.06513
23.85,0.064951
24.10,0.064706
24.35,0.064411
24.60,0.064084
24.85,0.063788
25.10,0.063536
25.40,0.063384
25.70,0.063551
26.20,0.063939
26.45,0.064255
26.70,0.064634
26.95,0.064969
27.15,0.06521
27.40,0.065386
27.65,0.065539
27.90,0.065687
28.15,0.065813
28.40,0.06589
28.65,0.065908
28.95,0.065785
29.60,0.065588
29.95,0.06532
30.85,0.065093
31.35,0.065027
32.65,0.064961
32.95,0.064879
33.20,0.064787
33.45,0.064705
33.70,0.064646
33.95,0.064589
34.20,0.064504
34.45,0.064376
34.70,0.064241
34.95,0.064106
35.20,0.063979
35.45,0.063879
35.70,0.063814
35.95,0.063774
36.20,0.063766
36.45,0.063807
36.70,0.063947
36.95,0.064216
37.20,0.06462
37.45,0.064819
37.70,0.064953
37.95,0.065047
38.20,0.065134
38.45,0.065192
38.70,0.065222
38.95,0.065236
39.20,0.06522
39.45,0.065399
39.95,0.06532
42.70,0.065167
44.20,0.065011
44.50,0.064828
45.15,0.064648
45.50,0.064471
46.10,0.064285
46.70,0.064082
47.00,0.063867
47.30,0.063653
47.60,0.063447
48.20,0.063245
48.50,0.063053
49.20,0.062862
49.50,0.062673
49.80,0.062497
50.10,0.06233
50.40,0.062167
50.70,0.061992
51.00,0.06181
51.30,0.061628
51.60,0.061447
52.20,0.06127
52.50,0.061096
52.80,0.060926
53.10,0.060758
53.40,0.060601
53.70,0.060445
54.00,0.060284
54.30,0.060094
55.50,0.059905
55.80,0.059718
56.10,0.059534
56.70,0.059362
57.00,0.059226
57.35,0.05914
57.65,0.05912
57.95,0.059183
58.25,0.059337
58.55,0.059591
58.85,0.059964
59.15,0.060049
59.50,0.060148
59.80,0.060274
60.10,0.060438
60.40,0.060644
60.70,0.060898
61.00,0.061196
61.30,0.061537
61.60,0.06194
61.90,0.062438
62.20,0.06308
62.50,0.063474
62.90,0.06372
63.60,0.063897
63.95,0.063977
64.30,0.063995
64.65,0.063931
65.00,0.063853
65.35,0.063772
65.70,0.063676
66.05,0.063604
66.40,0.063551
66.75,0.063526
67.15,0.063527
67.50,0.063537
67.95,0.06354
68.35,0.063537
68.80,0.063533
69.20,0.063503
69.60,0.063441
70.00,0.063365